OBJECTID,FIPS_NR,COUNTY_NM,PARCEL_ID_NR,ORIG_PARCEL_ID,SITUS_ADDRESS,SUB_ADDRESS,SITUS_CITY_NM,SITUS_ZIP_NR,LANDUSE_CD,VALUE_LAND,VALUE_BLDG,DATA_LINK,FILE_DATE,GlobalID,Shape__Area,Shape__Length
3124374,75,Whitman,075-200004611041900,200004611041900.0,,,,,83.0,122280.0,550.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938049&parcelNumber=200004611041900&typeID=1,5/29/2024 12:00:00 AM,56cf4fab-3b82-4c2d-9140-b9f0081a7340,6264449.78637695,10045.3452960821
3124377,75,Whitman,075-200004512232540,200004512232540.0,"302 JOHN MEYER RD, UNIONTOWN 99179",,,,83.0,15216.0,150760.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935211&parcelNumber=200004512232540&typeID=1,5/29/2024 12:00:00 AM,ef6e469c-33a7-48e4-96b7-6e524ab171de,116411.439208984,1947.67243741592
3124391,75,Whitman,075-200004512231300,200004512231300.0,102 J MEYER RD 99179,,,,83.0,53880.0,225932.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935209&parcelNumber=200004512231300&typeID=1,5/29/2024 12:00:00 AM,781c9512-2c92-41a8-b4b8-d8fef014ad61,1731485.13671875,5498.33914106104
3124394,75,Whitman,075-200004512334700,200004512334700.0,,,,,83.0,9000.0,110.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935312&parcelNumber=200004512334700&typeID=1,5/29/2024 12:00:00 AM,e54e8133-16cd-4f77-9e37-28dd08505ce3,3527147.55725098,7942.25300610707
3124396,75,Whitman,075-200004512242390,200004512242390.0,1651 TAUFEN RD 99179,,,,83.0,36420.0,140971.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935223&parcelNumber=200004512242390&typeID=1,5/29/2024 12:00:00 AM,85dad4b8-50e3-4fd0-bb36-391f1e59b1c2,886103.985473633,4553.7052096212
3124405,75,Whitman,075-200004612192490,200004612192490.0,3251 TAUFEN RD 99179,,,,83.0,19584.0,368920.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938253&parcelNumber=200004612192490&typeID=1,5/29/2024 12:00:00 AM,a15f523c-8ee4-49b8-810e-66380f0aeb67,148016.690429688,1719.63589091014
3124412,75,Whitman,075-200004512211592,200004512211592.0,,,,,83.0,25020.0,9000.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935183&parcelNumber=200004512211592&typeID=1,5/29/2024 12:00:00 AM,441e828e-6de7-4401-aab8-40bf49c08419,2633121.1307373,7305.2992899921
3124418,75,Whitman,075-200004612314890,200004612314890.0,952 STOUT RD,,,,83.0,23400.0,23240.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938324&parcelNumber=200004612314890&typeID=1,5/29/2024 12:00:00 AM,438da9ce-b277-4789-a540-c88e92271b30,1477610.33178711,6615.03392624917
3124420,75,Whitman,075-200004612314900,200004612314900.0,803 STOUT RD 99179,,,,83.0,153360.0,250069.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938325&parcelNumber=200004612314900&typeID=1,5/29/2024 12:00:00 AM,b5f2fb14-cf19-4940-855b-00a17ba02e04,5927062.5043335,10245.1040335415
3124453,75,Whitman,075-200004512221900,200004512221900.0,1482 SCHLEE RD 99113,,,,83.0,137840.0,131457.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942612&parcelNumber=200004512221900&typeID=1,5/29/2024 12:00:00 AM,be7a16c1-16cb-46e2-9d81-3dd0fea59ec7,5404796.84777832,9402.63568228582
3124456,75,Whitman,075-200004512231290,200004512231290.0,1101 TAUFEN RD 99179,,,,83.0,22320.0,161034.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943763&parcelNumber=200004512231290&typeID=1,5/29/2024 12:00:00 AM,c40743b5-98e6-41e5-9171-29b24ee6b73f,318147.949906588,3406.01547055831
3124458,75,Whitman,075-200004512232100,200004512232100.0,,,,,83.0,32280.0,68660.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943844&parcelNumber=200004512232100&typeID=1,5/29/2024 12:00:00 AM,f5f5ed36-deb9-40ec-99ec-2434df807bf9,1760050.69030762,5306.81206134236
3124459,75,Whitman,075-200004612322390,200004612322390.0,551 STOUT RD,,,,82.0,18120.0,237525.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938332&parcelNumber=200004612322390&typeID=1,5/29/2024 12:00:00 AM,42f5cec2-269e-4268-8316-b21a6a9fcf6e,130684.197814941,1488.69739963995
3124462,75,Whitman,075-200004612322901,200004612322901.0,,,,,83.0,1800.0,46020.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938336&parcelNumber=200004612322901&typeID=1,5/29/2024 12:00:00 AM,8fb8392f-529b-41dc-8fa4-b1433b1c307d,49427.6363525391,963.998099548739
3124484,75,Whitman,075-200004612201790,200004612201790.0,3451 SR 195,,,,83.0,87800.0,199370.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938264&parcelNumber=200004612201790&typeID=1,5/29/2024 12:00:00 AM,ad0e24ce-8623-4c69-91d1-f02bd68f30f1,2790246.18737793,7337.35197530141
3124504,75,Whitman,075-200004512362000,200004512362000.0,,,,,83.0,191440.0,25410.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935326&parcelNumber=200004512362000&typeID=1,5/29/2024 12:00:00 AM,7e8b654d-e6a9-46c4-b137-15a745257ef7,7063922.4163208,10632.2545249307
3124506,75,Whitman,075-200004512361600,200004512361600.0,,,,,83.0,98640.0,1100.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935324&parcelNumber=200004512361600&typeID=1,5/29/2024 12:00:00 AM,527a791e-fad5-4e3e-8664-faa5be6d9b23,3525245.7711792,7928.65596262462
3124519,75,Whitman,075-200004612173360,200004612173360.0,,,,,83.0,14560.0,2860.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938235&parcelNumber=200004612173360&typeID=1,5/29/2024 12:00:00 AM,fa7eeb08-1fd1-4944-8165-16536f80f863,924123.832641602,4100.23655232674
3124528,75,Whitman,075-200004512254901,200004512254901.0,2002 L SCHULTHEIS RD,,,,83.0,45444.0,201319.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935240&parcelNumber=200004512254901&typeID=1,5/29/2024 12:00:00 AM,2df26a4f-b0c7-462b-88dd-085e09f75d39,163145.084289551,1749.817093122
3124531,75,Whitman,075-200004512253300,200004512253300.0,NA SCHULTHEIS RD,,,,83.0,34680.0,46200.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935235&parcelNumber=200004512253300&typeID=1,5/29/2024 12:00:00 AM,64ef35b2-9605-4ae3-a3c8-10cff6377551,2005053.20550537,5653.68159092425
3124538,75,Whitman,075-200004612303600,200004612303600.0,802 L SCHULTHEIS RD,,,,83.0,86160.0,218115.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938314&parcelNumber=200004612303600&typeID=1,5/29/2024 12:00:00 AM,f2d5f749-29ac-46df-961f-fe1e7b48cd86,3669527.16937256,8464.21569731412
3124540,75,Whitman,075-200004612293879,200004612293879.0,12 STOUT RD,,,,83.0,134320.0,103462.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938304&parcelNumber=200004612293879&typeID=1,5/29/2024 12:00:00 AM,288fd39f-905d-4b3d-aa7d-4d8be328cbaa,3485885.72180176,7898.65734358045
3124559,75,Whitman,075-200004612183200,200004612183200.0,3591 SCHLEE RD 99113,,,,83.0,55820.0,174554.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944698&parcelNumber=200004612183200&typeID=1,5/29/2024 12:00:00 AM,0c32fb80-4a4c-42a0-9f7a-3e6ce176c641,1776443.99035645,5332.4460083055
3124566,75,Whitman,075-200004612173901,200004612173901.0,302 HEISTUMAN RD,,,,83.0,95910.0,85895.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938238&parcelNumber=200004612173901&typeID=1,5/29/2024 12:00:00 AM,a610223c-bbef-4c43-afc7-cf279436f042,5545932.859375,10880.9316408164
3124581,75,Whitman,075-200004512145900,200004512145900.0,252 TAUFEN RD 99179,,,,83.0,20204.0,279450.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935122&parcelNumber=200004512145900&typeID=1,5/29/2024 12:00:00 AM,d1265637-2028-41d9-96eb-d2ea69388641,75758.7850341797,4050.60365685997
3124584,75,Whitman,075-200004612303601,200004612303601.0,2251 SR 195,,,,81.0,0.0,245190.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938315&parcelNumber=200004612303601&typeID=1,5/29/2024 12:00:00 AM,34ead31d-7126-4164-b2fa-40bf152b1071,463.36328125,86.1035023331642
3124586,75,Whitman,075-200004512254900,200004512254900.0,,,,,83.0,105316.0,16000.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935239&parcelNumber=200004512254900&typeID=1,5/29/2024 12:00:00 AM,eccfac90-1a50-458c-9900-0bd922907a95,5250505.43493652,11455.8119640569
3124599,75,Whitman,075-200004512174790,200004512174790.0,,,,,83.0,73200.0,4620.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935150&parcelNumber=200004512174790&typeID=1,5/29/2024 12:00:00 AM,63493be6-2736-47f2-885e-dcd59afaee02,5865779.63366699,10716.4143459149
3124609,75,Whitman,075-200004612292480,200004612292480.0,2251 SR 195,,,,83.0,41940.0,74513.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938300&parcelNumber=200004612292480&typeID=1,5/29/2024 12:00:00 AM,050deab1-0ad0-49b2-aee8-71cd9b8e1647,867324.96875,3991.24592022492
3124616,75,Whitman,075-200004512152190,200004512152190.0,1241 SCHLEE RD 99113,,,,11.0,19168.0,124973.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942507&parcelNumber=200004512152190&typeID=1,5/29/2024 12:00:00 AM,27b96548-1586-48c4-bf34-c2b40c4fdb5f,9064.22058105469,946.382480978592
3124622,75,Whitman,075-200004512142000,200004512142000.0,2491 SCHLEE RD,,,,83.0,206300.0,74094.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935116&parcelNumber=200004512142000&typeID=1,5/29/2024 12:00:00 AM,80e24edf-736a-4f51-a1d0-8dbf24731b93,7140915.31958008,10690.1812063536
3124625,75,Whitman,075-200004512103390,200004512103390.0,1142 SCHLEE RD 99179,,,,83.0,11400.0,259824.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942780&parcelNumber=200004512103390&typeID=1,5/29/2024 12:00:00 AM,4d516aea-d743-4399-a317-9549909de462,94372.5018310547,1202.81609325685
3124632,75,Whitman,075-200004512131900,200004512131900.0,3541 SCHLEE RD 99179,,,,83.0,150200.0,158067.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935104&parcelNumber=200004512131900&typeID=1,5/29/2024 12:00:00 AM,7d7938df-43de-43e7-87c1-4f796ade6487,5281361.13269043,10600.8686549482
3124640,75,Whitman,075-200004612181190,200004612181190.0,101 WARNECKE RD 99179,,,,81.0,41180.0,242085.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938240&parcelNumber=200004612181190&typeID=1,5/29/2024 12:00:00 AM,eeac47eb-fe42-494a-bb81-c6415d8bbbab,336437.748434544,2448.83452394375
3124643,75,Whitman,075-200004612182690,200004612182690.0,3891 SCHLEE RD 99179,,,,83.0,33120.0,276565.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944148&parcelNumber=200004612182690&typeID=1,5/29/2024 12:00:00 AM,4a7dd74d-1f85-47db-97fe-e78488c04370,548237.412796259,5362.55699756694
3124652,75,Whitman,075-200004512123890,200004512123890.0,3142-3144 SCHLEE RD 99179,,,,83.0,36465.0,282524.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935099&parcelNumber=200004512123890&typeID=1,5/29/2024 12:00:00 AM,3980765e-3613-405a-b838-07bfead788f2,786353.302368164,5088.22653796445
3124660,75,Whitman,075-200004612292590,200004612292590.0,,,,,83.0,97570.0,167800.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=945340&parcelNumber=200004612292590&typeID=1,5/29/2024 12:00:00 AM,c54a4dd0-7419-42de-96d2-92df729fc589,3760580.79418945,7903.62318011616
3124664,75,Whitman,075-200004512123390,200004512123390.0,3146 SCHLEE RD 99179,,,,11.0,18540.0,260247.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942656&parcelNumber=200004512123390&typeID=1,5/29/2024 12:00:00 AM,02d00576-bcb1-4138-b23d-0d55d2abe4a5,138636.775756836,1594.48959157511
3124665,75,Whitman,075-200004612074490,200004612074490.0,102 WARNECKE RD,,,,11.0,31720.0,196550.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938193&parcelNumber=200004612074490&typeID=1,5/29/2024 12:00:00 AM,b077b6b6-74fe-4e04-8b77-fbc58b6d2c76,170138.728637695,1696.3672038982
3124669,75,Whitman,075-200004612074390,200004612074390.0,NA SR 195,,,,83.0,78120.0,71280.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938192&parcelNumber=200004612074390&typeID=1,5/29/2024 12:00:00 AM,07a28951-f8af-4474-a311-6ce41bc019da,1954628.91257954,8293.55768118941
3124670,75,Whitman,075-118370002060000,118370002060000.0,610 WHEATLAND CT,,,,11.0,25000.0,134451.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920462&parcelNumber=118370002060000&typeID=1,5/29/2024 12:00:00 AM,cd4822b9-61c7-4076-a2ac-56566b5b0975,8082.84741210938,410.723423477709
3124672,75,Whitman,075-118370002050000,118370002050000.0,609 WHEATLAND CT,,,,11.0,30000.0,147382.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920461&parcelNumber=118370002050000&typeID=1,5/29/2024 12:00:00 AM,7af971f2-f6c5-411b-94f2-dce18d1c787f,10047.1219482422,403.285878702542
3124674,75,Whitman,075-118370003030000,118370003030000.0,605 PALOUSE CT,,,,11.0,30000.0,158014.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920469&parcelNumber=118370003030000&typeID=1,5/29/2024 12:00:00 AM,3a7b1363-cbbc-43d4-97cb-4862a90487f3,13343.8571777344,453.767767792576
3124675,75,Whitman,075-118370003040000,118370003040000.0,"604 PALOUSE CT, UNIONTOWN 99179",,,,11.0,30000.0,147628.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920470&parcelNumber=118370003040000&typeID=1,5/29/2024 12:00:00 AM,645937c3-7cf6-4050-af84-4141adf23186,15204.3895263672,717.544813611799
3124677,75,Whitman,075-118370002070000,118370002070000.0,608 WHEATLAND CT,,,,11.0,25000.0,133087.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920463&parcelNumber=118370002070000&typeID=1,5/29/2024 12:00:00 AM,ba265a6d-6f5b-495a-8075-7638bfaa5e41,6818.08862304688,376.471609276264
3124679,75,Whitman,075-118370002040000,118370002040000.0,607 WHEATLAND CT,,,,11.0,25000.0,133233.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920460&parcelNumber=118370002040000&typeID=1,5/29/2024 12:00:00 AM,6a42b4d2-0e70-46ce-b106-6495231e4fa4,6933.36364746094,341.549047312993
3124680,75,Whitman,075-118370004150000,118370004150000.0,304 WELLE DR,,,,11.0,60000.0,206141.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920486&parcelNumber=118370004150000&typeID=1,5/29/2024 12:00:00 AM,970a434b-18af-4f00-8c19-34e32f1622eb,43633.1163330078,871.53645494928
3124681,75,Whitman,075-118370002080000,118370002080000.0,606 WHEATLAND CT,,,,11.0,25000.0,263136.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920464&parcelNumber=118370002080000&typeID=1,5/29/2024 12:00:00 AM,2a41ff2c-36f7-4a54-8101-eee584f08bfa,6639.599609375,328.686382864494
3124684,75,Whitman,075-118370003020000,118370003020000.0,603 PALOUSE CT,,,,11.0,30000.0,262634.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920468&parcelNumber=118370003020000&typeID=1,5/29/2024 12:00:00 AM,39266a2b-d7a7-4ea3-8879-83c3a7a2fc54,10857.7862548828,434.84616636613
3124685,75,Whitman,075-118370002030000,118370002030000.0,605 WHEATLAND CT,,,,11.0,25000.0,143136.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920459&parcelNumber=118370002030000&typeID=1,5/29/2024 12:00:00 AM,9745035a-d11a-4e8f-9ecb-fdfe98a778ce,6300.05810546875,320.010125492031
3124686,75,Whitman,075-118370003050000,118370003050000.0,"602 PALOUSE CT, UNIONTOWN 99179",,,,11.0,40000.0,139567.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920471&parcelNumber=118370003050000&typeID=1,5/29/2024 12:00:00 AM,767eca5f-d070-4b00-9027-15998bdf3484,16298.5793457031,492.186042052003
3124687,75,Whitman,075-118370004140000,118370004140000.0,306 WELLE DR,,,,11.0,60000.0,237828.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920485&parcelNumber=118370004140000&typeID=1,5/29/2024 12:00:00 AM,1ddb6667-f754-4d54-90ab-7fd3b1df27da,73068.8891601563,1253.71513461678
3124688,75,Whitman,075-118370002090000,118370002090000.0,604 WHEATLAND CT,,,,11.0,25000.0,94183.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920465&parcelNumber=118370002090000&typeID=1,5/29/2024 12:00:00 AM,28e3d61b-572b-4be1-b1e0-95691a9c2571,5950.80139160156,310.019295955466
3124689,75,Whitman,075-118370002020000,118370002020000.0,603 WHEATLAND CT,,,,11.0,25000.0,134451.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920458&parcelNumber=118370002020000&typeID=1,5/29/2024 12:00:00 AM,ca5051ec-149b-4176-8d09-f6a050b9251e,6300.08666992188,320.010765925719
3124690,75,Whitman,075-118370003010000,118370003010000.0,"204 WELLE DR, UNIONTOWN 99179",,,,11.0,40000.0,169950.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920467&parcelNumber=118370003010000&typeID=1,5/29/2024 12:00:00 AM,206e8095-5803-4406-bb41-3d2962ab2818,13085.7073974609,444.105945066613
3124691,75,Whitman,075-118370004130000,118370004130000.0,308 WELLE DR,,,,11.0,60000.0,163816.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920484&parcelNumber=118370004130000&typeID=1,5/29/2024 12:00:00 AM,316ed82b-1a12-4414-bf8e-a7f7655ec809,75236.6236572266,1243.9618283481
3124692,75,Whitman,075-118370002100000,118370002100000.0,602 WHEATLAND CT,,,,11.0,25000.0,121971.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920466&parcelNumber=118370002100000&typeID=1,5/29/2024 12:00:00 AM,c848b604-2722-4916-9e2f-016243616792,6124.25231933594,306.418976083871
3124694,75,Whitman,075-118370002010000,118370002010000.0,601 WHEATLAND CT,,,,11.0,25000.0,147018.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920457&parcelNumber=118370002010000&typeID=1,5/29/2024 12:00:00 AM,8fa3e5da-9acd-4b88-bb96-74ec48030d48,5963.06103515625,304.892734533013
3124697,75,Whitman,075-118370004120000,118370004120000.0,310 WELLE DR,,,,11.0,60000.0,206455.0,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920483&parcelNumber=118370004120000&typeID=1,5/29/2024 12:00:00 AM,199c6985-97e4-4221-8397-b9d64361ac38,46929.8386230469,968.180586774294
